"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"38","2017-03-23 10:07:27.161600","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"39","2017-03-23 10:07:27.529201","2.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"40","2017-03-23 10:07:27.668772","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"41","2017-03-23 10:07:27.977245","2.1.1","host","USB","35","2000000000000000","URB_INTERRUPT in"
"42","2017-03-23 10:07:29.014210","2.1.1","host","USB","35","20002d0000000000","URB_INTERRUPT in"
"43","2017-03-23 10:07:29.161041","2.1.1","host","USB","35","2000000000000000","URB_INTERRUPT in"
"44","2017-03-23 10:07:29.214855","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"45","2017-03-23 10:07:30.655409","2.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"46","2017-03-23 10:07:30.831866","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"47","2017-03-23 10:07:31.059992","2.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"48","2017-03-23 10:07:31.176503","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"49","2017-03-23 10:07:31.392865","2.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"50","2017-03-23 10:07:31.514065","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"51","2017-03-23 10:07:32.216134","2.1.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"52","2017-03-23 10:07:32.345737","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"53","2017-03-23 10:07:32.888355","2.1.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"54","2017-03-23 10:07:33.045730","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"55","2017-03-23 10:07:33.657862","2.1.1","host","USB","35","0000050000000000","URB_INTERRUPT in"
"56","2017-03-23 10:07:33.792876","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"57","2017-03-23 10:07:34.311867","2.1.1","host","USB","35","0000200000000000","URB_INTERRUPT in"
"58","2017-03-23 10:07:34.414337","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"59","2017-03-23 10:07:35.291918","2.1.1","host","USB","35","00001f0000000000","URB_INTERRUPT in"
"60","2017-03-23 10:07:35.414818","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"61","2017-03-23 10:07:35.977049","2.1.1","host","USB","35","2000000000000000","URB_INTERRUPT in"
"62","2017-03-23 10:07:36.311160","2.1.1","host","USB","35","2000300000000000","URB_INTERRUPT in"
"63","2017-03-23 10:07:36.461406","2.1.1","host","USB","35","2000000000000000","URB_INTERRUPT in"
"64","2017-03-23 10:07:36.514108","2.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"65","2017-03-23 10:07:40.230170","2.1.1","host","USB","35","0100000000000000","URB_INTERRUPT in"
"66","2017-03-23 10:07:40.330012","2.1.1","host","USB","35","0100060000000000","URB_INTERRUPT in"
